Candidate_001,CSR,Handles customer inquiries.,1,1,0,College Education in Communication
Candidate_001,CSR,Responds to customer concerns swiftly.,1,1,0,College Education in Communication
Candidate_001,CSR,Retains customers by resolving issues.,1,1,0,College Education in Communication
Candidate_001,CSR,Addresses processes clearly.,1,1,0,College Education in Communication
Candidate_001,CSR,Manages requests with patience and care,1,1,0,College Education in Communication
Candidate_001,CSR,Supports confidentiality.,1,1,0,College Education in Communication
Candidate_001,TSA,Provides basic troubleshooting,0,0,0,College Education in Technology
Candidate_001,TSA,Assists in resolving network issues.,0,0,0,College Education in Technology
Candidate_001,TSA,Investigates technical problems.,0,0,0,College Education in Technology
Candidate_001,TSA,Supports software installation and configuration.,0,0,0,College Education in Technology
Candidate_001,TSA,Diagnoses hardware-related problems,0,0,0,College Education in Technology
Candidate_001,TSA,Acts as an expert for technology.,0,0,0,College Education in Technology
Candidate_001,BOS,Inputs and maintains data accurately.,2,2,2,College Education in Management
Candidate_001,BOS,Verifies and processes documents.,2,2,2,College Education in Management
Candidate_001,BOS,Compiles and prepares reports.,2,2,2,College Education in Management
Candidate_001,BOS,Audits records or tickets.,2,2,2,College Education in Management
Candidate_001,BOS,Updates workforce scheduling tools.,2,2,2,College Education in Management
Candidate_001,BOS,Organizes transactions and operations.,2,2,2,College Education in Management
Candidate_002,CSR,Handles customer inquiries.,2,2,2,College Education in Communication
Candidate_002,CSR,Responds to customer concerns swiftly.,2,2,2,College Education in Communication
Candidate_002,CSR,Retains customers by resolving issues.,2,2,2,College Education in Communication
Candidate_002,CSR,Addresses processes clearly.,2,2,2,College Education in Communication
Candidate_002,CSR,Manages requests with patience and care,2,2,2,College Education in Communication
Candidate_002,CSR,Supports confidentiality.,2,2,2,College Education in Communication
Candidate_002,TSA,Provides basic troubleshooting,2,2,2,College Education in Technology
Candidate_002,TSA,Assists in resolving network issues.,2,2,2,College Education in Technology
Candidate_002,TSA,Investigates technical problems.,2,2,2,College Education in Technology
Candidate_002,TSA,Supports software installation and configuration.,2,2,2,College Education in Technology
Candidate_002,TSA,Diagnoses hardware-related problems,2,2,2,College Education in Technology
Candidate_002,TSA,Acts as an expert for technology.,2,2,2,College Education in Technology
Candidate_002,BOS,Inputs and maintains data accurately.,1,1,0,College Education in Management
Candidate_002,BOS,Verifies and processes documents.,1,1,0,College Education in Management
Candidate_002,BOS,Compiles and prepares reports.,1,1,0,College Education in Management
Candidate_002,BOS,Audits records or tickets.,1,1,0,College Education in Management
Candidate_002,BOS,Updates workforce scheduling tools.,1,1,0,College Education in Management
Candidate_002,BOS,Organizes transactions and operations.,1,1,0,College Education in Management
Candidate_003,CSR,Handles customer inquiries.,2,2,2,College Education in Communication
Candidate_003,CSR,Responds to customer concerns swiftly.,2,2,2,College Education in Communication
Candidate_003,CSR,Retains customers by resolving issues.,2,2,2,College Education in Communication
Candidate_003,CSR,Addresses processes clearly.,2,2,2,College Education in Communication
Candidate_003,CSR,Manages requests with patience and care,2,2,2,College Education in Communication
Candidate_003,CSR,Supports confidentiality.,2,2,2,College Education in Communication
Candidate_003,TSA,Provides basic troubleshooting,0,0,1,College Education in Technology
Candidate_003,TSA,Assists in resolving network issues.,0,0,1,College Education in Technology
Candidate_003,TSA,Investigates technical problems.,0,0,1,College Education in Technology
Candidate_003,TSA,Supports software installation and configuration.,0,0,1,College Education in Technology
Candidate_003,TSA,Diagnoses hardware-related problems,0,0,1,College Education in Technology
Candidate_003,TSA,Acts as an expert for technology.,0,0,1,College Education in Technology
Candidate_003,BOS,Inputs and maintains data accurately.,1,0,0,College Education in Management
Candidate_003,BOS,Verifies and processes documents.,1,0,0,College Education in Management
Candidate_003,BOS,Compiles and prepares reports.,1,0,0,College Education in Management
Candidate_003,BOS,Audits records or tickets.,1,0,0,College Education in Management
Candidate_003,BOS,Updates workforce scheduling tools.,1,0,0,College Education in Management
Candidate_003,BOS,Organizes transactions and operations.,1,0,0,College Education in Management
